Park ID,Park Name,Location Description,District,Classification Type,Neighbourhood,Electoral Ward,Total Area in Hectares,Water Area in Hectares
857,Oakdale McDowell Park,724 Oakdale Dr,South,Neighbourhood,ERIC COY,Charleswood - Tuxedo - Westwood,0.080523,0
858,Parc Branconnier,11 Barbara Cr,South,Neighbourhood,BETSWORTH,Charleswood - Tuxedo - Westwood,0.316162,0
982,Scurfield Park North,SW Scurfield Blvd & Columbia Dr,South,Neighbourhood,WHYTE RIDGE,Waverley West,0.653373,0
1010,Crescent Drive Riverbank,Between 770 & 880 Crescent Dr,South,Neighbourhood,CRESCENT PARK,Fort Rouge - East Fort Garry,0.761101,0.044054
495,Mildred Park,441 Headmaster Row,East,Neighbourhood,RIVER EAST,North Kildonan,0.850041,0
50,Grant Avenue Greenspace-4,"N of Grant, between Lilac St & Pembina Hwy",South,Buffer,EARL GREY,Fort Rouge - East Fort Garry,0.620774,0
500,Chornick Park,45 Chornick Dr,East,Community,RIVER EAST,North Kildonan,3.21967,0
503,Headmaster Park,270 Headmaster Row,East,Neighbourhood,RIVER EAST,North Kildonan,0.960738,0
509,Tranquility Park,186 Summerfield Wy,East,Neighbourhood,RIVER EAST,North Kildonan,0.821219,0
51,South Winnipeg C.C-Richmond Kings Site,666 Silverstone Ave,South,Community,FORT RICHMOND,St. Norbert - Seine River,3.654313,0
510,Elva Fletcher Way,775 Osborne St,South,Neighbourhood,LORD ROBERTS,Fort Rouge - East Fort Garry,0.159365,0
513,Bunn's Creek Greenway-D,W side Gilmore Ave between McIvor Ave & Malcana St,East,Linkage,RIVER EAST,North Kildonan,1.635783,0.051232
5222,Ballantrae Drive Park South,180 Ballantrae Dr,South,Greenfield - Future Park: Linkage,CHEVRIER,River Heights - Fort Garry,1.535002,0
523,Siddall / Werrell Park,22 Siddall Cres,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,1.07585,0
547,East End C.C,517 Pandora Ave E,East,Community,MELROSE,Transcona,2.55367,0
516,Bunn's Creek Greenway-A,2080 Henderson Hwy,East,Linkage,VALHALLA,North Kildonan,1.163462,0
5241,Bidhu Jha Park,151 Balaban Pl,East,Neighbourhood,MISSION GARDENS,Transcona,1.774345,0
5181,Jinnah Park,335 Tim Sale Dr,South,Neighbourhood,SOUTH POINTE,Waverley West,1.967586,0
5288,Wildwood Greenspace,E streetend of Somerset Ave,South,Linkage,WILDWOOD,Fort Rouge - East Fort Garry,0.245026,0
529,Sun Valley Park South,96 Regatta Rd,East,Neighbourhood,SPRINGFIELD NORTH,North Kildonan,16.112721,8.959741
530,Michael Hrushovetz Park,60 High Point Dr,East,Neighbourhood,SPRINGFIELD NORTH,North Kildonan,1.220781,0
534,Gateway C.C,NE Bonner Ave & Gateway Rd,East,Community,SPRINGFIELD NORTH,North Kildonan,2.157855,0
5341,Higgins Greenspace,52 Higgins Ave,North Downtown,Greenfield - Future Park: Neighbourhood,SOUTH POINT DOUGLAS,Point Douglas,1.003553,0
519,Rockspur Park,75 Rockspur St,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,0.743374,0
52,Rotary Prairie Nature Park,1129 Regent Ave W,East,Nature,REGENT,Transcona,8.304304,0
537,Bunn's Creek Greenway-E,NW Chief Peguis Trail & Lagimodiere Blvd,East,Review - Will be reviewed by Naturalists,SPRINGFIELD SOUTH,North Kildonan,4.121253,0.177799
889,Lancaster Island,"Lancaster Blvd, E of Aldershot Blvd",South,Neighbourhood,TUXEDO,Charleswood - Tuxedo - Westwood,0.641857,0
890,Inverness Strip,E side of Inverness Blvd between Keswick Ave & Lancaster Blvd,South,Neighbourhood,TUXEDO,Charleswood - Tuxedo - Westwood,0.448239,0
54,Cedar Ranch Park,67 Ranchgrove By,East,Neighbourhood,MISSION GARDENS,Transcona,0.899217,0
542,Aluthra Place,W side Molson St at Aluthra Pl,East,Buffer,VALLEY GARDENS,Elmwood - East Kildonan,0.026623,0
543,Molson Parkette,Between 1300 & 1324 Molson St,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,0.121058,0
522,Rotary Sunrise Park,111 Shauna Wy,East,Neighbourhood,GRASSIE,Transcona,1.125401,0
5221,Ballantrae Drive Park North,195 Ballantrae Dr,South,Greenfield - Future Park: Neighbourhood,CHEVRIER,River Heights - Fort Garry,5.473985,2.065503
524,John De Graff Park,1024 Louelda St,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,2.885391,0
525,Manthorne Park,50 Manthorne Ave,East,Neighbourhood,SPRINGFIELD NORTH,North Kildonan,0.307684,0
531,Peppertree Park,70 Jim Smith Dr,East,Neighbourhood,SPRINGFIELD NORTH,North Kildonan,0.732394,0
533,Gateway C.C,1717 Gateway Rd,East,Community,SPRINGFIELD NORTH,North Kildonan,11.025796,1.73828
553,Transcona Retired Citizens Centre,328 Whittier Ave W,East,Neighbourhood,VICTORIA WEST,Transcona,0.260615,0
5361,Rick Hudson Park,1415 Burrows Ave,North,Community,SHAUGHNESSY PARK,Point Douglas,7.992372,0
5382,Shaheed Bhagat Singh Park,360 Appleford Gate,South,Greenfield - Future Park: Community,BRIDGWATER TRAILS,Waverley West,19.393954,0
539,Kildonan Meadows Park,1120 Devonshire Dr W,East,Neighbourhood,MEADOWS,Transcona,0.598969,0
561,Peter Martin Park,359 Edward Ave E,East,Neighbourhood,KILDARE-REDONDA,Transcona,0.167012,0
562,Wayoata Buffer-3,NE Wayoata St & Melrose Ave,East,Buffer,KILDARE-REDONDA,Transcona,0.025897,0
563,Wayoata Buffer-2,W of 602 Melrose Ave E,East,Buffer,KILDARE-REDONDA,Transcona,0.042911,0
565,Pandora Buffer East-1,NE Pandora Ave E & Brelade St,East,Buffer,KILDARE-REDONDA,Transcona,0.01563,0
569,Wabasha Buffer,E side Wabasha St between Edward Ave E & Harold Ave E,East,Buffer,KILDARE-REDONDA,Transcona,0.160811,0
571,Harry Sandulak Park,19 Huntington Dr,East,Neighbourhood,KILDARE-REDONDA,Transcona,0.140646,0
576,Wayoata Buffer-8,E side Wayoata St between St. Martin Blvd & Whitehall Blvd,East,Buffer,KILDARE-REDONDA,Transcona,0.078511,0
544,London-Reay Park,60 Reay Cres,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,1.553396,0
5441,Bernie's Corner Park,1058 Plessis Rd,East,Buffer,TRANSCONA YARDS,Transcona,0.310014,0
545,Tanya Park,41 Tanya Cres,East,Neighbourhood,SPRINGFIELD SOUTH,North Kildonan,3.085394,0
560,Pandora Buffer West,"N side Pandora Ave E, W of Brelade St",East,Buffer,KILDARE-REDONDA,Transcona,0.175013,0
5762,Enfield Park West,SE corner of Enfield Cres & St. Mary's Rd,East,Buffer,NORWOOD EAST,St. Boniface,0.03511,0
549,Park Circle,50 Park Cir,East,Neighbourhood,KERN PARK,Transcona,1.125893,0
55,Scouts Park,110 Winona St,East,Neighbourhood,MELROSE,Transcona,0.124445,0
552,Kern Park,50 Kern Dr,East,Neighbourhood,KERN PARK,Transcona,2.814489,0
582,Redonda Lane Walkway-9,E of 120 Allenby Cr,East,Buffer,KILDARE-REDONDA,Transcona,0.018638,0
5822,Parc Dr. Rey Pagtakhan Park,369 Beliveau Rd,East,Community,WORTHINGTON,St. Vital,0.257237,0
588,Redonda Lane Walkway-1,E of 751 Kildare Ave E,East,Buffer,KILDARE-REDONDA,Transcona,0.019761,0
589,Redonda Lane Walkway-2,E of 162 Whitehall Blvd,East,Fragment,KILDARE-REDONDA,Transcona,0.0499,0
59,Central Corydon C.C-River Heights Site,1370 Grosvenor Ave,South,Community,NORTH RIVER HEIGHTS,River Heights - Fort Garry,4.191714,0
594,Guay Park,454 St. Mary's Rd,East,Linkage,GLENWOOD,St. Vital,1.160073,0.056826
595,Harold Hatcher Park,480 Redonda St,East,Community,CANTERBURY PARK,Transcona,3.765922,0
598,Transcona Trail Park,455 McMeans Ave W,East,Neighbourhood,RADISSON,Transcona,0.087227,0
554,Shaughnessy Park,74 Tyndall Ave,North,Community,BURROWS-KEEWATIN,Point Douglas,8.291334,0
555,Maple Leaf Park,331 Whittier Ave W,East,Neighbourhood,VICTORIA WEST,Transcona,1.209764,0
556,Wayoata Buffer-4,E side Wayoata St between Coldstream  Ave & Victoria Ave E,East,Buffer,KILDARE-REDONDA,Transcona,0.239693,0
557,Wayoata Buffer-5,"E side Wayoata St, N of Coldstream Ave",East,Buffer,KILDARE-REDONDA,Transcona,0.17993,0
558,Victoria Jason Park,255 Redonda St (playground located at 456 Widlake St),East,Community,KILDARE-REDONDA,Transcona,9.671822,0
5765,South Tuxedo Buffer,S of 190 Park Pl W,South,Buffer,SOUTH TUXEDO,Charleswood - Tuxedo - Westwood,0.348663,0
579,Redonda Lane Walkway-3,Between 34 & 43 Shadyside Dr,East,Buffer,KILDARE-REDONDA,Transcona,0.158247,0
58,S WPG Parkway,20 Churchill Dr,South,Linkage,RIVERVIEW,Fort Rouge - East Fort Garry,0.845147,0.025728
5821,St. Boniface Industrial Buffer Northeast,56 Shady Shores Dr W,East,Greenfield - Future Park: Linkage,ST. BONIFACE INDUSTRIAL PARK,Transcona,0.380892,0
583,Redonda Lane Walkway-8,E of 613 McMeans Ave E,East,Buffer,KILDARE-REDONDA,Transcona,0.018571,0
584,Redonda Lane Walkway-6,E of 47 Camelot Ct,East,Buffer,KILDARE-REDONDA,Transcona,0.019504,0
585,Redonda Lane Walkway-7,E of 612 McMeans Ave E,East,Buffer,KILDARE-REDONDA,Transcona,0.018575,0
586,Redonda Lane Walkway-4,E of 183 St Martin Blvd,East,Buffer,KILDARE-REDONDA,Transcona,0.018574,0
587,Redonda Lane Walkway-5,E of 46 Camelot Ct,East,Buffer,KILDARE-REDONDA,Transcona,0.018579,0
590,Oxford Heights C.C,359 Dowling Ave E,East,Community,KILDARE-REDONDA,Transcona,2.373268,0
591,Paulley Drive Park,40 Paulley Dr,East,Linkage,KILDARE-REDONDA,Transcona,0.108408,0
592,Baxter Bay Park,34 Baxter Bay,East,Neighbourhood,CANTERBURY PARK,Transcona,0.073008,0
5941,Kotelko Dr Greenspace,"N side of Kotelko Dr, W of Plessis Rd",East,Greenfield - Future Park: Buffer,SAGE CREEK,St. Vital,0.966367,0
596,Louise Page Park,121 Dowling Ave W,East,Neighbourhood,RADISSON,Transcona,0.090965,0
6021,Bourkewood Buffer,"W of Bourkewood Pl, N of Ness Ave",North,Buffer,JAMESWOOD,St. James,0.235255,0
604,Rotary Centenary Park,761 Rosseau Ave W,East,Neighbourhood,RADISSON,Transcona,1.531992,0
6041,Elizabeth Prairie Nature Park,Between 500 De Baets St & 690 Plessis Rd,East,Nature,ST. BONIFACE INDUSTRIAL PARK,Transcona,1.873887,0
634,Talbot Tot Lot,50 Midwinter Ave,East,Neighbourhood,GLENELM,Elmwood - East Kildonan,0.160091,0
830,Sioux Road W North Riverbank,"N of Prairie Gr, E of St. Anne's Rd",East,Nature,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,0.710752,0.097654
616,Symington Good Year Park,N side Copeland St between Symington Rd & Good Year Ave,East,Neighbourhood,TRANSCONA SOUTH,Transcona,1.262742,0
6164,Water Ridge Park,186 Water Ridge Path,North,Neighbourhood,ROSSER-OLD KILDONAN,Old Kildonan,0.273971,0
6181,Luzon Bay Greenspace,N side of Luzon By,North,Buffer,ROSSER-OLD KILDONAN,Old Kildonan,0.054731,0
837,Paul Boulevard Park,Between 268 & 180 Paul Blvd,East,Greenfield - Future Park: Neighbourhood,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,1.201004,0
6183,Waterford Green Trail South,210 Old Commonwealth Path,North,Linkage,INKSTER GARDENS,Point Douglas,0.331819,0
62,Slaw Rebchuk Monument,NE corner of Dufferin Ave & Salter St,North,Neighbourhood,LORD SELKIRK PARK,Mynarski,0.019119,0
6221,Ridgewood West Path East,155 McKellar Dr,South,Greenfield - Future Park: Linkage,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,0.176554,0
840,South St. Vital Greenway-3,Between Charing Cross Cr & John Forsyth Rd N of Warde Ave,East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,0.389819,0
6222,Ridgewood West Path South,234 Courture Cres & N of 169 Zimmerman Dr,South,Greenfield - Future Park: Linkage,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,0.646249,0
640,Midwinter Park,S of Midwinter Ave between Levis St & Stadacona St,East,Buffer,CHALMERS,Elmwood - East Kildonan,0.186261,0
894,Tuxedo C.C,368 Southport Blvd,South,Community,TUXEDO,Charleswood - Tuxedo - Westwood,4.472359,0
624,East Elmwood C.C Walkway,Between 925 & 929 Beach Ave,East,Linkage,EAST ELMWOOD,Elmwood - East Kildonan,0.029312,0
625,East Elmwood Park,927 Beach Ave,East,Community,EAST ELMWOOD,Elmwood - East Kildonan,1.91964,0
847,Elswood Bole Park,64 Lanyon Dr,East,Neighbourhood,DAKOTA CROSSING,St. Norbert - Seine River,3.006255,0
852,Varsity View C.C-Tom Brown Tot Lot,315 Laxdal Rd & 260 Varsity View Dr (playground),South,Community,VARSITY VIEW,Charleswood - Tuxedo - Westwood,2.249961,0
896,Tuxedo Girton Triangle,Girton Blvd at Tuxedo Ave,South,Buffer,OLD TUXEDO,Charleswood - Tuxedo - Westwood,0.152931,0
900,Merle Guberman Park South,"N side of Park PI W, between Keepsake Dr & Dunbarton Blvd",South,Neighbourhood,SOUTH TUXEDO,Charleswood - Tuxedo - Westwood,0.237988,0
646,Fermor Buffer Southwest,S side Fermor Ave between Dunkirk Dr & Killarney St,East,Buffer,NORBERRY,St. Vital,0.09426,0
853,Gladys Bunn Park,735 Haney St,South,Neighbourhood,ELMHURST,Charleswood - Tuxedo - Westwood,1.558141,0
855,Bramble Drive Park,29 Bramble Dr,South,Neighbourhood,VARSITY VIEW,Charleswood - Tuxedo - Westwood,0.30839,0
859,Assiniboine Woods-Sanders Buffer,"N side of Roblin Blvd, W of William Marshall Wy",South,Buffer,RIDGEDALE,Charleswood - Tuxedo - Westwood,0.108558,0
862,South Assiniboine Parkway,NE of Elmvale Cr & Shelmerdine Dr,South,Nature,SOUTHBOINE,Charleswood - Tuxedo - Westwood,0.820189,0
866,Fraser Meadow,919 Municipal Rd,South,Community,BETSWORTH,Charleswood - Tuxedo - Westwood,2.020732,0
6284,Del Monica-Bridge Lake Path,Between Del Monica Rd & Bridge Lake Dr,South,Greenfield - Future Park: Linkage,BRIDGWATER TRAILS,Waverley West,0.116932,0
6285,Rowntree Park,N side of Rowntree Ave  at Eaglewood Dr,South,Greenfield - Future Park: Linkage,BRIDGWATER TRAILS,Waverley West,6.472496,3.360082
6521,Dana Crescent Park,7 Dana Cres,North,Neighbourhood,AMBER TRAILS,Old Kildonan,0.241516,0
6061,Orion Park,395 North Point Blvd,North,Greenfield - Future Park: Linkage,WEST KILDONAN INDUSTRIAL,Old Kildonan,2.322043,0
61,Marcy Beaucage Park/Roblin Park C.C,640 Pepperloaf Cres,South,Community,ROBLIN PARK,Charleswood - Tuxedo - Westwood,3.412424,0
610,Balaban Park,W of 436 Rougeau Ave,East,Neighbourhood,MISSION GARDENS,Transcona,0.740287,0
6101,Fermor Greenway,N side of Fermor Ave between St. Anne's Rd & Archibald St,East,Linkage,GLENWOOD,St. Vital,6.960791,0
611,Gerry Kuik Park,64 Rizzuto By,East,Neighbourhood,MISSION GARDENS,Transcona,0.395462,0
612,Bernie Wolfe Park,36 Perry Bay,East,Community,MISSION GARDENS,Transcona,3.759766,0
6121,Sage Creek Hydro Corridor,"Corridor from Bishop Grandin Blvd south to Warde Ave, E of Boul Des Hivernants N",East,Linkage,SAGE CREEK,St. Vital,22.150108,0
614,Helene Marsh Park,224 Hatcher Rd,East,Neighbourhood,MISSION GARDENS,Transcona,0.87241,0
869,Beauchemin Park,5921 Southboine Dr,South,Neighbourhood,SOUTHBOINE,Charleswood - Tuxedo - Westwood,3.8135,0
870,Kelly Landing,6353 Southboine Dr,South,Linkage,SOUTHBOINE,Charleswood - Tuxedo - Westwood,1.696739,0
873,Westdale C.C-Pembina Trails Site,6363 Rannock Ave,South,Community,BETSWORTH,Charleswood - Tuxedo - Westwood,4.130825,0
613,Elysian Field,405 Rougeau Ave,East,Neighbourhood,MISSION GARDENS,Transcona,1.438662,0
617,Victor Valde Memorial Park / South Transcona C.C,124 Borden Ave,East,Community,TRANSCONA SOUTH,Transcona,1.218563,0
626,Hap Hopkinson Memorial Park,1043 Manhattan Ave,East,Neighbourhood,EAST ELMWOOD,Elmwood - East Kildonan,0.88858,0
621,Elmwood Park,380 Henderson Hwy,East,Community,GLENELM,Elmwood - East Kildonan,2.684448,0
622,Clara Hughes Recreation Park,281 Henderson Hwy,East,Community,CHALMERS,Elmwood - East Kildonan,1.787736,0
875,Beaverdam Creek Greenway,"Between Buckle Dr, Carlotta Cres & Carlos Ln",South,Linkage,BETSWORTH,Charleswood - Tuxedo - Westwood,0.251987,0
879,Lismer Green,"E side Lismer Cr, W of Glen Oaks Cv",South,Linkage,WESTDALE,Charleswood - Tuxedo - Westwood,0.087221,0
6261,Bridge Lake-Bellflower Path,Between Bridge Lake Dr & Bellflower Rd,South,Linkage,BRIDGWATER LAKES,Waverley West,0.274914,0
627,Clyde Road Park,NE Beach Ave & Clyde Rd,East,Neighbourhood,EAST ELMWOOD,Elmwood - East Kildonan,0.206495,0
6263,Red Spruce-Bison Path,Between 128 & 136 Red Spruce Rd,South,Greenfield - Future Park: Linkage,BRIDGWATER LAKES,Waverley West,0.080045,0
6281,Willow Creek-Bison Path,Between Willow Creek Rd & Bison Dr,South,Greenfield - Future Park: Linkage,BRIDGWATER TRAILS,Waverley West,0.399288,0
940,T. R. Hodgson Park,303 Lockwood St,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,1.170964,0
6282,Bridgwater Trails Centre,96 Rose Lake Crt,South,Greenfield - Future Park: Neighbourhood,BRIDGWATER TRAILS,Waverley West,1.064052,0
6283,Cherry Wood-Valley Brook Path,"Between Cheery Wood Rd & Valley Brook Rd, S of Bridge Lake Dr",South,Greenfield - Future Park: Linkage,BRIDGWATER TRAILS,Waverley West,0.06917,0
630,Roy Davis Memorial Park,475 Thames Ave,East,Neighbourhood,CHALMERS,Elmwood - East Kildonan,0.466193,0
6302,John Bruce East Riverbank,N of 740 John Bruce Rd,East,Review - Will be reviewed by Naturalists,ROYALWOOD,St. Vital,0.419062,0
6303,Cadboro Park,262 Carboro Rd,South,Greenfield - Future Park: Community,WAVERLEY WEST B,Waverley West,9.183989,0
6321,Desrosiers Drive Buffer,231 Desrosiers Dr,East,Greenfield - Future Park: Linkage,CANTERBURY PARK,Transcona,0.324573,0
6345,Gunn Road Greenspace,870 Gunn Rd,East,Greenfield - Future Park: Neighbourhood,TRANSCONA NORTH,Transcona,13.011022,0
635,Riel Park,580 St. Anne's Rd (playground located at 504 Meadowood Dr),East,Community,MEADOWOOD,St. Vital,5.585784,0
6286,Windflower Park,"N side of Kotelko Dr, W of Plessis Rd",South,Greenfield - Future Park: Linkage,BRIDGWATER TRAILS,Waverley West,4.593357,2.297351
636,McCalman Parkette East,N of McCalman Ave,East,Neighbourhood,EAST ELMWOOD,Elmwood - East Kildonan,0.272194,0
6361,Wild Rice Circle South Walk,"S side Radiant Cres, E of Emberwell St",East,Greenfield - Future Park: Linkage,TRANSCONA NORTH,Transcona,0.039581,0
6381,Sandcherry Bay Walk,"S side Radiant Cres, E of Morningview St",East,Greenfield - Future Park: Linkage,TRANSCONA NORTH,Transcona,0.023695,0
6383,Wild Rice Circle North Walk,Between 216 & 158 Confetti Cres,East,Greenfield - Future Park: Linkage,TRANSCONA NORTH,Transcona,0.097463,0
6384,Raspberry Ridge Walk,Daybreak Cres at Brightside St,East,Greenfield - Future Park: Linkage,TRANSCONA NORTH,Transcona,0.023667,0
6385,Big Bluestem Road Walk,Between 343 & 351 Big Bluestem Rd,East,Greenfield - Future Park: Linkage,TRANSCONA NORTH,Transcona,0.034107,0
949,Parc St. Pierre,832 De L'Eglise Ave,South,Neighbourhood,ST. NORBERT,St. Norbert - Seine River,0.211677,0
631,Hespeler Park,25 Hespeler Ave,East,Neighbourhood,GLENELM,Elmwood - East Kildonan,0.198534,0
872,Beaverdam Creek Window,544 Berkley St,South,Neighbourhood,BETSWORTH,Charleswood - Tuxedo - Westwood,0.109409,0
874,Charleswood Place,6390 Wilkes Ave,South,Community,WILKES SOUTH,Charleswood - Tuxedo - Westwood,12.119241,0
880,Peri Green,15 Shepton By,South,Neighbourhood,WESTDALE,Charleswood - Tuxedo - Westwood,0.505957,0
638,Sir Sam Steele Park,835 Herbert Ave,East,Neighbourhood,EAST ELMWOOD,Elmwood - East Kildonan,0.234885,0
881,Dellwood Green Park,12 Dellwood Cres,South,Neighbourhood,WESTDALE,Charleswood - Tuxedo - Westwood,0.17155,0
884,Barker Buffer,"N side of Roblin Blvd, E of Barker Blvd",South,Buffer,RIVER WEST PARK,Charleswood - Tuxedo - Westwood,0.039353,0
639,Ernie O'Dowda Park,248 Midwinter Ave,East,Linkage,CHALMERS,Elmwood - East Kildonan,3.664692,0.231724
823,Burland Park,150 Burland Ave,East,Community,RIVER PARK SOUTH,St. Norbert - Seine River,8.25527,2.325177
6386,Redonda Street Park,E side of Redonda St between Brightview Ave & Summerlea Blvd,East,Greenfield - Future Park: Neighbourhood,TRANSCONA NORTH,Transcona,1.643969,0
6387,Morningview Street Park,"W side of Morningview St, between Confetti Cres & Radiant Cres",East,Greenfield - Future Park: Linkage,TRANSCONA NORTH,Transcona,2.921552,0
6388,Copper Meadow Park,50 Copper Meadow Dr,East,Greenfield - Future Park: Linkage,SAGE CREEK,St. Vital,1.542713,0
6389,Robert Bockstael Drive Park,150 Robert Bockstael Dr,East,Greenfield - Future Park: Linkage,SAGE CREEK,St. Vital,1.504619,0
6390,Yellow Moon Crescent Walk,Between 199 & 207 Yellow Moon Cres,East,Greenfield - Future Park: Linkage,SAGE CREEK,St. Vital,0.021018,0
882,Westdale Recreation Site,"Between Betsworth Ave, Rannock Ave & Cullen Dr",South,Community,WESTDALE,Charleswood - Tuxedo - Westwood,5.257352,0
6402,Skyline Drive Park,S side of Skyline Dr between Maple Hill Terr & Garden Wy,South,Greenfield - Future Park: Neighbourhood,PRAIRIE POINTE,Waverley West,2.655208,0
645,Morier Park,165 Morier Ave,East,Neighbourhood,GLENWOOD,St. Vital,2.14208,0
652,Montrose Park,631 Montrose St,South,Neighbourhood,CENTRAL RIVER HEIGHTS,River Heights - Fort Garry,0.813431,0
936,Lanark St-Bay F,N of Mathews Ave,South,Neighbourhood,MATHERS,River Heights - Fort Garry,0.179412,0
938,Kenaston Willow Parkette West,55 Willow Ave,South,Buffer,OLD TUXEDO,Charleswood - Tuxedo - Westwood,0.179808,0
654,La Barriere Park,"4403 Waverley Rd, RM of Richot",South,Regional,TRAPPISTES,Outside City Limit,84.50354,5.120322
6541,Ridgewood West Entry Greenspace,S (behind) 43 Dedrick By,South,Greenfield - Future Park: Buffer,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,0.01347,0
655,Pembina Crest Greenspace,E side Hudson St between Chevrier Blvd & Dumas Ave,South,Neighbourhood,MAYBANK,River Heights - Fort Garry,0.954797,0
6561,Wilkes-Charleswood Buffer West,NW corner of Wilkes Ave & Charleswood Rd,South,Greenfield - Future Park: Buffer,WILKES SOUTH,Charleswood - Tuxedo - Westwood,0.714693,0
657,Bergen Cutoff Park,1235 Kildonan Dr,East,Neighbourhood,KILDONAN DRIVE,North Kildonan,4.707834,0.037766
658,Parc Lagimodiere Park,175 Royal Mint Dr,East,Neighbourhood,SOUTHLAND PARK,Transcona,5.856262,2.028902
66,Powers-Selkirk Park North,469 Selkirk Ave,North,Neighbourhood,WILLIAM WHYTE,Mynarski,0.064745,0
994,Ray Fennell Sports Centre,1377 Clarence Ave,South,Community,CHEVRIER,River Heights - Fort Garry,6.1004,0
70,"Andrew Mynarski, V.C. Park",37 Anglia Ave,North,Community,MANDALAY WEST,Old Kildonan,5.514468,0
702,Vincent Massey Park,1107 Betournay St,East,Neighbourhood,WINDSOR PARK,St. Boniface,1.824628,0
960,Alex Bridge Park,685 Dalhousie Dr,South,Community,FORT RICHMOND,St. Norbert - Seine River,7.535885,1.014454
964,King's Park,198 Kings Dr,South,Regional,FORT RICHMOND,St. Norbert - Seine River,42.223745,3.659498
708,Kavanagh Playground,495 Kavanagh St,East,Neighbourhood,DUFRESNE,St. Boniface,0.266658,0
709,Marion-Dufresne Riverbank,500 Doucet St,East,Linkage,DUFRESNE,St. Boniface,1.060336,0
711,Deniset Riverbank,Between 490 & 493 Tremblay St,East,Linkage,ARCHWOOD,St. Boniface,0.041185,0
713,Lambert Park,1045 Lambert St,East,Neighbourhood,HOLDEN,St. Boniface,0.500996,0
755,Traverse Park,200 Traverse Ave,East,Neighbourhood,NORWOOD EAST,St. Boniface,0.215239,0
946,Ducharme Park North,Between Grandmont Blvd & Bellemer Dr,South,Linkage,RICHMOND LAKES,St. Norbert - Seine River,2.172979,1.102348
714,St. Boniface East Playground,1051 Brussels St,East,Neighbourhood,HOLDEN,St. Boniface,1.257853,0
717,Archwood C.C,565 Guilbault St,East,Community,ARCHWOOD,St. Boniface,1.131137,0
719,Winakwa C.C,980 Winakwa Rd,East,Community,WINDSOR PARK,St. Boniface,3.265695,0
6403,White Water Bay Park,S side of Waverley St between Whitewater By & Ken Oblik Dr,South,Greenfield - Future Park: Neighbourhood,PRAIRIE POINTE,Waverley West,4.166805,0
963,Radcliffe Park,90 Radcliffe Rd,South,Neighbourhood,FORT RICHMOND,St. Norbert - Seine River,0.211011,0
6405,Douglas Henning Bay Greenspace,195 Ken Oblik Dr,South,Greenfield - Future Park: Linkage,PRAIRIE POINTE,Waverley West,1.615865,0
763,Egerton-Haig Riverbank,E side Egerton Rd at Haig Ave,East,Nature,GLENWOOD,St. Vital,0.532319,0.019348
6406,Hughes Crescent Walk,144 & 145 Hughes Cres,South,Greenfield - Future Park: Linkage,PRAIRIE POINTE,Waverley West,0.237273,0
641,Abdo and Samira El Tassi Park,100 Elmwood Rd,East,Neighbourhood,CHALMERS,Elmwood - East Kildonan,3.009256,0
642,Montcalm Park,67 Watt St,East,Neighbourhood,CHALMERS,Elmwood - East Kildonan,2.048776,0
643,Chliboyko Park North,N side Church Ave between Penninghame St & Cairnsmore St,North,Buffer,ROBERTSON,Mynarski,0.27881,0
644,Chliboyko Park,S side Church Ave between Penninghame St & Cairnsmore St,North,Buffer,ROBERTSON,Mynarski,0.504111,0
648,Knightsbridge Park,65 Knightsbridge Dr,East,Neighbourhood,MEADOWOOD,St. Vital,0.335362,0
649,Hunterspoint Park,22 Kinrade Pl,South,Neighbourhood,BETSWORTH,Charleswood - Tuxedo - Westwood,0.482726,0
650,Swindon Oaks Park,40 Swindon Wy,South,Neighbourhood,SOUTH TUXEDO,Charleswood - Tuxedo - Westwood,2.172873,0
651,Central Corydon C.C-Crescentwood Site,1170 Corydon Ave,South,Community,ROCKWOOD,River Heights - Fort Garry,2.717084,0
6581,Ridgewood CNR Buffer,"N of Wilkes Ave, behind Dedrick By & Kestrel Wy",South,Greenfield - Future Park: Buffer,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,0.809935,0
668,Island Lakes Park,Between 79 & 127 Desjardins Dr,East,Linkage,ISLAND LAKES,St. Boniface,5.763479,3.719116
673,Willowlake Park,120 Willowlake Cres,East,Neighbourhood,NIAKWA PLACE,St. Boniface,2.895666,1.411067
674,Southdale Northwest CPR Buffer,W of Bluewater Cres between Willowlake Cres & Beaverhill Blvd,East,Buffer,NIAKWA PLACE,St. Boniface,0.283796,0
675,Mint Buffer,E end of Vermillion Rd,East,Buffer,SOUTHDALE,St. Boniface,0.318923,0
